trip_driver_id,trip_id,driver_id,driver_role,hours_driven
12021,8156,355,Primary,2.52
12022,8157,269,Primary,7.67
12023,8157,389,Second Driver,7.42
12024,8158,194,Primary,9.07
12025,8159,389,Primary,41.86
12026,8160,317,Primary,22.53
12027,8161,196,Primary,20.88
12028,8162,184,Primary,16.35
12029,8162,73,Second Driver,18.76
12030,8163,100,Primary,7.59
12031,8163,97,Second Driver,8.14
12032,8164,350,Primary,16.05
12033,8164,317,Second Driver,15.35
12034,8165,350,Primary,3.77
12035,8166,410,Primary,39.68
12036,8167,25,Primary,12.98
12037,8168,48,Primary,14.43
12038,8169,106,Primary,8.61
12039,8169,329,Second Driver,9.47
12040,8170,74,Primary,34.96
12041,8171,255,Primary,7.3
12042,8172,319,Primary,16.45
12043,8172,248,Second Driver,15.05
12044,8173,419,Primary,19.2
12045,8173,371,Second Driver,19.26
12046,8174,384,Primary,7.08
12047,8174,104,Second Driver,7.12
12048,8175,65,Primary,10.71
12049,8176,61,Primary,8.17
12050,8176,94,Second Driver,7.02
12051,8177,65,Primary,17.33
12052,8178,372,Primary,9.98
12053,8179,136,Primary,20.15
12054,8180,221,Primary,12.77
12055,8181,393,Primary,3.53
12056,8182,148,Primary,14.78
12057,8182,278,Second Driver,17.18
12058,8183,185,Primary,5.7
12059,8184,199,Primary,13.66
12060,8184,233,Second Driver,14.2
12061,8185,94,Primary,7.55
12062,8186,235,Primary,19.37
12063,8186,166,Second Driver,17.57
12064,8187,234,Primary,1.24
12065,8188,145,Primary,37.59
12066,8189,279,Primary,24.63
12067,8189,114,Second Driver,23.22
12068,8190,16,Primary,30.94
12069,8191,165,Primary,5.43
12070,8191,47,Second Driver,5.02
12071,8192,368,Primary,8.22
12072,8193,44,Primary,1.13
12073,8194,63,Primary,27.08
12074,8195,325,Primary,14.13
12075,8195,346,Second Driver,14.74
12076,8196,162,Primary,7.17
12077,8197,165,Primary,24.17
12078,8198,310,Primary,14.73
12079,8198,165,Second Driver,16.11
12080,8199,317,Primary,6.01
12081,8200,41,Primary,6.35
12082,8200,213,Second Driver,6.34
12083,8201,335,Primary,19.61
12084,8201,370,Second Driver,21.99
12085,8202,2,Primary,19.56
12086,8202,50,Second Driver,20.15
12087,8203,40,Primary,3.56
12088,8204,327,Primary,21.91
12089,8204,38,Second Driver,18.81
12090,8205,365,Primary,7.29
12091,8206,44,Primary,11.13
12092,8206,38,Second Driver,11.15
12093,8207,246,Primary,8.72
12094,8208,74,Primary,18.85
12095,8208,143,Second Driver,20.18
12096,8209,194,Primary,21.03
12097,8209,44,Second Driver,21.81
12098,8210,16,Primary,30.67
12099,8211,215,Primary,47.32
12100,8212,339,Primary,13.65
12101,8212,237,Second Driver,16.4
12102,8213,266,Primary,10.93
12103,8213,181,Second Driver,12.25
12104,8214,242,Primary,4.63
12105,8215,87,Primary,12.72
12106,8215,209,Second Driver,12.57
12107,8216,323,Primary,10.19
12108,8216,192,Second Driver,10.05
12109,8217,245,Primary,32.74
12110,8218,58,Primary,15.21
12111,8219,73,Primary,13.68
12112,8219,45,Second Driver,13.95
12113,8220,358,Primary,10.05
12114,8221,305,Primary,9.04
12115,8222,159,Primary,6.37
12116,8222,363,Second Driver,6.67
12117,8223,21,Primary,6.45
12118,8223,148,Second Driver,5.59
12119,8224,409,Primary,15.56
12120,8224,39,Second Driver,17.19
12121,8225,139,Primary,14.62
12122,8226,397,Primary,11.19
12123,8226,205,Second Driver,9.8
12124,8227,16,Primary,24.29
12125,8228,143,Primary,25.97
12126,8229,89,Primary,3.49
12127,8230,30,Primary,10.06
12128,8231,13,Primary,7.81
12129,8232,273,Primary,8.13
12130,8232,58,Second Driver,8.74
12131,8233,269,Primary,12.55
12132,8233,153,Second Driver,14.13
12133,8234,363,Primary,7.21
12134,8235,66,Primary,11.81
12135,8235,162,Second Driver,10.47
12136,8236,71,Primary,16.41
12137,8236,50,Second Driver,19.26
12138,8237,233,Primary,9.48
12139,8237,361,Second Driver,9.16
12140,8238,122,Primary,10.67
12141,8238,366,Second Driver,11.07
12142,8239,176,Primary,33.29
12143,8240,104,Primary,13.25
12144,8241,183,Primary,12.08
12145,8242,199,Primary,8.31
12146,8243,227,Primary,23.26
12147,8243,210,Second Driver,23.1
12148,8244,289,Primary,13.99
12149,8244,328,Second Driver,13.03
12150,8245,35,Primary,11.87
12151,8245,194,Second Driver,11.2
12152,8246,262,Primary,13.78
12153,8247,182,Primary,23.31
12154,8247,153,Second Driver,22.55
12155,8248,49,Primary,18.15
12156,8248,310,Second Driver,18.1
12157,8249,219,Primary,34.68
12158,8250,293,Primary,20.16
12159,8250,295,Second Driver,20.19
12160,8251,365,Primary,7.31
12161,8251,68,Second Driver,8.96
12162,8252,264,Primary,22.54
12163,8252,214,Second Driver,22.61
12164,8253,354,Primary,14.1
12165,8253,160,Second Driver,13.88
12166,8254,110,Primary,10.87
12167,8255,89,Primary,42.88
12168,8256,79,Primary,21.58
12169,8257,401,Primary,17.97
12170,8258,54,Primary,16.21
12171,8258,334,Second Driver,16.38
12172,8259,412,Primary,12.6
12173,8259,220,Second Driver,11.89
12174,8260,317,Primary,16.69
12175,8260,294,Second Driver,17.44
12176,8261,301,Primary,47.84
12177,8262,310,Primary,26.07
12178,8263,75,Primary,5.1
12179,8264,139,Primary,9.61
12180,8265,407,Primary,15.53
12181,8266,399,Primary,13.76
12182,8266,229,Second Driver,13.97
12183,8267,388,Primary,19.0
12184,8267,144,Second Driver,19.59
12185,8268,406,Primary,0.66
12186,8269,158,Primary,11.83
12187,8270,295,Primary,9.94
12188,8270,337,Second Driver,9.55
12189,8271,235,Primary,15.13
12190,8271,318,Second Driver,16.49
12191,8272,203,Primary,15.67
12192,8272,234,Second Driver,17.17
12193,8273,53,Primary,2.42
12194,8274,54,Primary,23.3
12195,8274,122,Second Driver,22.67
12196,8275,303,Primary,7.73
12197,8275,34,Second Driver,7.49
12198,8276,169,Primary,9.71
12199,8276,403,Second Driver,9.17
12200,8277,262,Primary,16.94
12201,8277,128,Second Driver,16.5
12202,8278,263,Primary,15.85
12203,8278,53,Second Driver,14.79
12204,8279,342,Primary,1.4
12205,8280,123,Primary,13.44
12206,8280,145,Second Driver,13.45
12207,8281,212,Primary,14.83
12208,8282,384,Primary,17.14
12209,8282,54,Second Driver,17.04
12210,8283,359,Primary,6.38
12211,8284,295,Primary,11.41
12212,8284,405,Second Driver,10.92
12213,8285,257,Primary,23.32
12214,8286,264,Primary,14.2
12215,8287,207,Primary,10.55
12216,8287,24,Second Driver,10.16
12217,8288,94,Primary,7.74
12218,8288,264,Second Driver,8.2
12219,8289,221,Primary,11.0
12220,8289,110,Second Driver,10.5
12221,8290,12,Primary,31.18
12222,8291,378,Primary,7.44
12223,8292,358,Primary,7.74
12224,8292,372,Second Driver,8.86
12225,8293,319,Primary,39.76
12226,8294,269,Primary,8.85
12227,8295,3,Primary,4.79
12228,8296,148,Primary,24.06
12229,8296,310,Second Driver,24.38
12230,8297,420,Primary,15.7
12231,8297,62,Second Driver,15.47
12232,8298,346,Primary,7.8
12233,8299,7,Primary,12.02
12234,8300,7,Primary,20.01
12235,8300,96,Second Driver,21.85
12236,8301,126,Primary,10.67
12237,8301,221,Second Driver,10.55
12238,8302,10,Primary,19.97
12239,8303,196,Primary,12.37
12240,8303,80,Second Driver,11.56
12241,8304,403,Primary,17.45
12242,8304,47,Second Driver,15.87
12243,8305,198,Primary,10.01
12244,8305,375,Second Driver,10.78
12245,8306,19,Primary,18.48
12246,8306,165,Second Driver,17.42
12247,8307,401,Primary,17.51
12248,8308,205,Primary,7.31
12249,8308,211,Second Driver,7.22
12250,8309,304,Primary,11.24
12251,8310,71,Primary,13.99
12252,8311,65,Primary,7.1
12253,8311,418,Second Driver,7.42
12254,8312,261,Primary,16.25
12255,8312,191,Second Driver,15.89
12256,8313,30,Primary,11.55
12257,8314,242,Primary,20.89
12258,8315,380,Primary,14.49
12259,8315,22,Second Driver,14.46
12260,8316,192,Primary,7.14
12261,8317,144,Primary,9.89
12262,8318,410,Primary,8.85
12263,8319,114,Primary,17.6
12264,8319,156,Second Driver,18.26
12265,8320,54,Primary,20.81
12266,8321,285,Primary,5.87
12267,8322,202,Primary,6.06
12268,8323,207,Primary,11.99
12269,8323,304,Second Driver,10.45
12270,8324,285,Primary,16.77
12271,8324,82,Second Driver,18.65
12272,8325,348,Primary,6.21
12273,8325,253,Second Driver,6.39
12274,8326,298,Primary,25.62
12275,8327,308,Primary,17.09
12276,8328,3,Primary,6.75
12277,8329,386,Primary,17.37
12278,8329,330,Second Driver,17.58
12279,8330,369,Primary,9.1
12280,8331,319,Primary,5.33
12281,8332,127,Primary,10.65
12282,8333,420,Primary,16.14
12283,8333,310,Second Driver,13.97
12284,8334,93,Primary,7.97
12285,8335,188,Primary,16.56
12286,8335,139,Second Driver,15.55
12287,8336,15,Primary,16.73
12288,8337,92,Primary,6.63
12289,8337,14,Second Driver,8.47
12290,8338,343,Primary,9.4
12291,8339,340,Primary,22.24
12292,8340,107,Primary,8.47
12293,8340,94,Second Driver,8.79
12294,8341,34,Primary,20.7
12295,8341,84,Second Driver,20.72
12296,8342,368,Primary,8.9
12297,8342,247,Second Driver,9.36
12298,8343,301,Primary,8.43
12299,8344,269,Primary,6.35
12300,8344,301,Second Driver,6.7
12301,8345,170,Primary,13.13
12302,8345,253,Second Driver,14.41
12303,8346,14,Primary,20.3
12304,8346,321,Second Driver,18.13
12305,8347,335,Primary,15.74
12306,8347,15,Second Driver,13.88
12307,8348,365,Primary,14.36
12308,8349,301,Primary,2.48
12309,8350,29,Primary,15.86
12310,8351,90,Primary,16.97
12311,8351,386,Second Driver,15.77
12312,8352,195,Primary,7.0
12313,8352,59,Second Driver,6.25
12314,8353,38,Primary,14.54
12315,8354,92,Primary,12.74
12316,8355,400,Primary,10.22
12317,8355,211,Second Driver,10.33
12318,8356,200,Primary,27.24
12319,8357,11,Primary,20.88
12320,8358,255,Primary,16.11
12321,8358,404,Second Driver,15.27
12322,8359,94,Primary,9.33
12323,8360,346,Primary,6.87
12324,8361,153,Primary,15.45
12325,8361,284,Second Driver,14.95
12326,8362,76,Primary,28.95
12327,8363,192,Primary,8.86
12328,8364,10,Primary,5.8
12329,8365,92,Primary,9.54
12330,8366,276,Primary,14.38
12331,8366,281,Second Driver,14.13
12332,8367,160,Primary,38.46
12333,8368,98,Primary,16.66
12334,8369,258,Primary,13.41
12335,8369,282,Second Driver,11.03
12336,8370,7,Primary,46.27
12337,8371,36,Primary,5.8
12338,8372,248,Primary,33.74
12339,8373,420,Primary,9.14
12340,8374,387,Primary,25.97
12341,8375,76,Primary,17.3
12342,8375,40,Second Driver,17.6
12343,8376,205,Primary,20.05
12344,8376,304,Second Driver,19.2
12345,8377,345,Primary,34.44
12346,8378,276,Primary,13.42
12347,8379,291,Primary,12.14
12348,8379,48,Second Driver,10.88
12349,8380,93,Primary,9.81
12350,8381,93,Primary,2.84
12351,8382,329,Primary,13.02
12352,8382,284,Second Driver,14.5
12353,8383,359,Primary,5.98
12354,8383,110,Second Driver,6.38
12355,8384,368,Primary,28.8
12356,8385,26,Primary,35.06
12357,8386,331,Primary,38.11
12358,8387,235,Primary,6.73
12359,8388,76,Primary,42.13
12360,8389,338,Primary,33.99
12361,8390,40,Primary,10.41
12362,8390,168,Second Driver,9.93
12363,8391,278,Primary,18.17
12364,8392,292,Primary,16.67
12365,8392,119,Second Driver,14.47
12366,8393,241,Primary,13.64
12367,8394,242,Primary,10.16
12368,8394,252,Second Driver,9.67
12369,8395,38,Primary,18.11
12370,8395,64,Second Driver,17.22
12371,8396,41,Primary,13.32
12372,8396,259,Second Driver,11.76
12373,8397,291,Primary,21.1
12374,8398,376,Primary,10.4
12375,8399,284,Primary,9.59
12376,8400,321,Primary,21.7
12377,8400,144,Second Driver,21.06
12378,8401,298,Primary,10.01
12379,8401,113,Second Driver,9.63
12380,8402,323,Primary,40.31
12381,8403,340,Primary,15.75
12382,8403,245,Second Driver,14.78
12383,8404,362,Primary,24.07
12384,8404,274,Second Driver,21.79
12385,8405,373,Primary,27.01
12386,8406,192,Primary,22.9
12387,8407,117,Primary,22.74
12388,8408,269,Primary,6.82
12389,8409,7,Primary,19.16
12390,8409,23,Second Driver,23.22
12391,8410,245,Primary,11.44
12392,8411,65,Primary,8.47
12393,8411,184,Second Driver,8.05
12394,8412,63,Primary,8.99
12395,8412,12,Second Driver,9.29
12396,8413,311,Primary,8.79
12397,8413,82,Second Driver,9.34
12398,8414,133,Primary,10.46
12399,8415,118,Primary,13.71
12400,8415,117,Second Driver,14.32
12401,8416,11,Primary,9.65
12402,8417,110,Primary,11.0
12403,8418,256,Primary,0.79
12404,8419,143,Primary,21.22
12405,8419,4,Second Driver,22.41
12406,8420,196,Primary,13.7
12407,8420,405,Second Driver,13.79
12408,8421,274,Primary,12.35
12409,8422,368,Primary,8.04
12410,8422,370,Second Driver,6.97
12411,8423,98,Primary,8.88
12412,8424,382,Primary,21.63
12413,8424,278,Second Driver,21.62
12414,8425,68,Primary,19.31
12415,8426,244,Primary,34.72
12416,8427,210,Primary,18.79
12417,8427,347,Second Driver,19.3
12418,8428,10,Primary,9.04
12419,8429,321,Primary,17.52
12420,8429,126,Second Driver,17.71
12421,8430,211,Primary,24.44
12422,8431,19,Primary,14.62
12423,8431,97,Second Driver,14.21
12424,8432,319,Primary,8.99
12425,8433,48,Primary,8.07
12426,8433,11,Second Driver,9.22
12427,8434,271,Primary,19.3
12428,8434,403,Second Driver,19.73
12429,8435,50,Primary,12.46
12430,8435,82,Second Driver,11.99
12431,8436,398,Primary,20.15
12432,8436,168,Second Driver,17.35
12433,8437,126,Primary,2.45
12434,8438,289,Primary,6.69
12435,8439,12,Primary,17.63
12436,8439,305,Second Driver,16.04
12437,8440,79,Primary,16.15
12438,8440,273,Second Driver,17.23
12439,8441,323,Primary,16.0
12440,8441,335,Second Driver,14.23
12441,8442,42,Primary,6.88
12442,8442,204,Second Driver,5.83
12443,8443,190,Primary,14.31
12444,8443,152,Second Driver,13.61
12445,8444,245,Primary,32.73
12446,8445,365,Primary,42.15
12447,8446,45,Primary,12.22
12448,8446,66,Second Driver,12.72
12449,8447,340,Primary,11.28
12450,8448,240,Primary,3.63
12451,8449,342,Primary,7.18
12452,8449,67,Second Driver,6.55
12453,8450,306,Primary,0.61
12454,8451,412,Primary,15.01
12455,8451,96,Second Driver,15.23
12456,8452,345,Primary,6.83
12457,8452,395,Second Driver,6.58
12458,8453,193,Primary,41.08
12459,8454,172,Primary,8.48
12460,8454,401,Second Driver,8.63
12461,8455,332,Primary,5.37
12462,8455,351,Second Driver,5.31
12463,8456,203,Primary,8.88
12464,8457,69,Primary,8.32
12465,8458,125,Primary,16.36
12466,8458,185,Second Driver,18.9
12467,8459,144,Primary,1.73
12468,8460,358,Primary,11.44
12469,8461,305,Primary,7.54
12470,8462,403,Primary,15.52
12471,8462,417,Second Driver,14.12
12472,8463,135,Primary,18.73
12473,8463,351,Second Driver,19.29
12474,8464,65,Primary,14.76
12475,8465,267,Primary,16.81
12476,8465,351,Second Driver,17.89
12477,8466,54,Primary,10.54
12478,8466,260,Second Driver,10.94
12479,8467,264,Primary,7.92
12480,8468,102,Primary,24.79
12481,8469,202,Primary,15.06
12482,8469,185,Second Driver,13.29
12483,8470,359,Primary,31.43
12484,8471,193,Primary,8.63
12485,8471,318,Second Driver,8.16
12486,8472,1,Primary,24.66
12487,8473,351,Primary,12.08
12488,8473,330,Second Driver,12.18
12489,8474,78,Primary,15.75
12490,8474,334,Second Driver,15.85
12491,8475,363,Primary,10.68
12492,8476,276,Primary,8.21
12493,8477,382,Primary,10.41
12494,8477,169,Second Driver,10.84
12495,8478,384,Primary,8.17
12496,8478,134,Second Driver,8.88
12497,8479,236,Primary,1.6
12498,8480,152,Primary,36.59
12499,8481,175,Primary,12.37
12500,8481,116,Second Driver,12.72
12501,8482,68,Primary,14.74
12502,8482,264,Second Driver,15.56
12503,8483,350,Primary,22.19
12504,8484,252,Primary,26.81
12505,8485,271,Primary,1.64
12506,8486,391,Primary,17.4
12507,8487,398,Primary,11.2
12508,8487,222,Second Driver,11.21
12509,8488,160,Primary,12.22
12510,8488,276,Second Driver,12.24
12511,8489,184,Primary,19.91
12512,8490,291,Primary,10.36
12513,8490,420,Second Driver,10.77
12514,8491,339,Primary,9.03
12515,8491,216,Second Driver,10.56
12516,8492,276,Primary,7.51
12517,8492,358,Second Driver,8.26
12518,8493,97,Primary,14.26
12519,8493,21,Second Driver,14.89
12520,8494,126,Primary,17.45
12521,8494,388,Second Driver,19.35
12522,8495,65,Primary,7.43
12523,8496,346,Primary,13.25
12524,8496,94,Second Driver,12.25
12525,8497,292,Primary,18.06
12526,8497,285,Second Driver,19.81
12527,8498,361,Primary,15.56
12528,8499,99,Primary,10.46
12529,8500,62,Primary,10.34
12530,8500,11,Second Driver,8.82
12531,8501,251,Primary,49.08
12532,8502,322,Primary,14.43
12533,8502,113,Second Driver,15.0
12534,8503,307,Primary,7.56
12535,8504,59,Primary,23.84
12536,8505,12,Primary,17.03
12537,8505,305,Second Driver,18.81
12538,8506,326,Primary,11.81
12539,8507,263,Primary,4.78
12540,8508,214,Primary,8.29
12541,8508,73,Second Driver,8.99
12542,8509,404,Primary,9.67
12543,8509,414,Second Driver,8.94
12544,8510,80,Primary,15.38
12545,8510,317,Second Driver,16.08
12546,8511,251,Primary,21.17
12547,8512,109,Primary,2.45
12548,8513,228,Primary,15.81
12549,8514,8,Primary,13.0
12550,8514,122,Second Driver,12.91
12551,8515,79,Primary,15.65
12552,8515,398,Second Driver,16.5
12553,8516,367,Primary,25.28
12554,8517,295,Primary,19.17
12555,8517,219,Second Driver,17.42
12556,8518,406,Primary,24.02
12557,8518,360,Second Driver,23.9
12558,8519,284,Primary,7.84
12559,8519,329,Second Driver,8.06
12560,8520,226,Primary,15.78
12561,8520,3,Second Driver,13.89
12562,8521,339,Primary,26.22
12563,8522,134,Primary,11.81
12564,8522,371,Second Driver,10.94
12565,8523,79,Primary,44.67
12566,8524,337,Primary,4.89
12567,8524,318,Second Driver,4.6
12568,8525,98,Primary,28.16
12569,8526,184,Primary,11.74
12570,8527,193,Primary,16.77
12571,8528,186,Primary,0.93
12572,8529,295,Primary,12.12
12573,8529,152,Second Driver,11.79
12574,8530,217,Primary,22.06
12575,8530,110,Second Driver,25.33
12576,8531,229,Primary,26.79
12577,8532,40,Primary,15.59
12578,8532,195,Second Driver,14.48
12579,8533,100,Primary,6.36
12580,8533,271,Second Driver,6.84
12581,8534,86,Primary,18.06
12582,8534,406,Second Driver,17.94
12583,8535,217,Primary,4.53
12584,8536,411,Primary,10.83
12585,8537,259,Primary,33.59
12586,8538,106,Primary,13.17
12587,8538,290,Second Driver,13.74
12588,8539,392,Primary,14.02
12589,8539,25,Second Driver,12.99
12590,8540,31,Primary,3.14
12591,8541,281,Primary,12.77
12592,8542,344,Primary,17.51
12593,8542,281,Second Driver,17.32
12594,8543,18,Primary,8.13
12595,8543,69,Second Driver,7.54
12596,8544,158,Primary,15.15
12597,8544,398,Second Driver,14.18
12598,8545,281,Primary,34.26
12599,8546,156,Primary,32.29
12600,8547,124,Primary,7.69
12601,8548,217,Primary,13.91
12602,8548,388,Second Driver,13.75
12603,8549,168,Primary,7.56
12604,8550,114,Primary,30.68
12605,8550,309,Second Driver,30.77
12606,8551,24,Primary,6.15
12607,8552,256,Primary,10.51
12608,8552,158,Second Driver,10.05
12609,8553,302,Primary,19.89
12610,8554,33,Primary,42.95
12611,8555,255,Primary,13.89
12612,8556,382,Primary,13.75
12613,8557,116,Primary,24.02
12614,8558,270,Primary,13.84
12615,8559,349,Primary,18.59
12616,8560,107,Primary,0.91
12617,8561,256,Primary,5.24
12618,8561,137,Second Driver,4.61
12619,8562,165,Primary,9.01
12620,8563,391,Primary,8.45
12621,8564,310,Primary,47.48
12622,8565,319,Primary,6.83
12623,8566,301,Primary,1.32
12624,8567,222,Primary,20.83
12625,8567,404,Second Driver,17.68
12626,8568,290,Primary,39.44
12627,8569,25,Primary,13.44
12628,8569,397,Second Driver,12.2
12629,8570,182,Primary,33.93
12630,8571,78,Primary,2.23
12631,8572,188,Primary,10.5
12632,8572,373,Second Driver,11.36
12633,8573,209,Primary,7.01
12634,8574,413,Primary,12.59
12635,8574,409,Second Driver,11.97
12636,8575,97,Primary,20.77
12637,8575,48,Second Driver,18.33
12638,8576,350,Primary,2.6
12639,8577,175,Primary,8.44
12640,8577,283,Second Driver,8.87
12641,8578,216,Primary,12.58
12642,8579,331,Primary,9.61
12643,8579,293,Second Driver,9.82
12644,8580,166,Primary,8.88
12645,8580,350,Second Driver,8.5
12646,8581,205,Primary,9.47
12647,8581,72,Second Driver,9.95
12648,8582,272,Primary,4.58
12649,8583,110,Primary,17.62
12650,8583,323,Second Driver,18.19
12651,8584,303,Primary,13.5
12652,8585,106,Primary,6.47
12653,8586,67,Primary,16.69
12654,8587,217,Primary,12.18
12655,8587,226,Second Driver,12.47
12656,8588,80,Primary,20.83
12657,8588,35,Second Driver,17.25
12658,8589,336,Primary,18.87
12659,8589,284,Second Driver,20.54
12660,8590,1,Primary,12.68
12661,8590,300,Second Driver,11.61
12662,8591,367,Primary,18.13
12663,8592,185,Primary,11.99
12664,8592,264,Second Driver,12.97
12665,8593,198,Primary,2.67
12666,8594,417,Primary,6.82
12667,8594,19,Second Driver,6.55
12668,8595,308,Primary,10.34
12669,8595,128,Second Driver,10.94
