inventory_snapshot_id,snapshot_date,facility_id,product_category,pallets_on_hand,pallets_capacity,pallets_inbound,pallets_outbound,pallets_damaged
11387,2023-09-03,8,Industrial Consumables,303,66,27,31,3
11388,2023-09-03,8,Frozen Food,292,66,34,25,2
11389,2023-09-03,9,Pharmaceuticals,345,500,33,33,3
11390,2023-09-03,9,Electronics,319,500,32,24,2
11391,2023-09-03,9,Building Materials,412,500,29,52,1
11392,2023-09-03,9,Homewares,286,500,36,46,0
11393,2023-09-03,9,Beverages,352,500,28,46,1
11394,2023-09-03,9,Apparel,282,500,36,44,0
11395,2023-09-03,9,Mining Consumables,363,500,38,46,2
11396,2023-09-03,9,Chilled Food,350,500,33,46,0
11397,2023-09-03,9,Auto Parts,370,500,27,33,0
11398,2023-09-03,9,Ambient Grocery,304,500,29,44,0
11399,2023-09-03,9,Industrial Consumables,344,500,37,34,0
11400,2023-09-03,9,Frozen Food,376,500,34,42,0
11401,2023-09-03,10,Pharmaceuticals,212,500,29,20,0
11402,2023-09-03,10,Electronics,437,500,50,46,1
11403,2023-09-03,10,Building Materials,311,500,33,18,0
11404,2023-09-03,10,Homewares,340,500,26,21,1
11405,2023-09-03,10,Beverages,313,500,21,36,0
11406,2023-09-03,10,Apparel,319,500,31,38,2
11407,2023-09-03,10,Mining Consumables,219,500,12,24,1
11408,2023-09-03,10,Chilled Food,319,500,31,33,0
11409,2023-09-03,10,Auto Parts,299,500,32,35,0
11410,2023-09-03,10,Ambient Grocery,220,500,21,20,2
11411,2023-09-03,10,Industrial Consumables,286,500,22,29,0
11412,2023-09-03,10,Frozen Food,382,500,40,33,0
11413,2023-09-03,12,Pharmaceuticals,352,66,20,31,2
11414,2023-09-03,12,Electronics,343,66,31,39,0
11415,2023-09-03,12,Building Materials,270,66,34,28,0
11416,2023-09-03,12,Homewares,303,66,29,29,1
11417,2023-09-03,12,Beverages,389,66,37,37,0
11418,2023-09-03,12,Apparel,299,66,28,33,0
11419,2023-09-03,12,Mining Consumables,370,66,42,49,2
11420,2023-09-03,12,Chilled Food,273,66,31,36,0
11421,2023-09-03,12,Auto Parts,317,66,27,30,1
11422,2023-09-03,12,Ambient Grocery,345,66,33,38,4
11423,2023-09-03,12,Industrial Consumables,360,66,45,49,0
11424,2023-09-03,12,Frozen Food,294,66,17,32,2
11425,2023-09-03,13,Pharmaceuticals,382,250,43,37,2
11426,2023-09-03,13,Electronics,279,250,23,29,1
11427,2023-09-03,13,Building Materials,321,250,33,36,0
11428,2023-09-03,13,Homewares,328,250,32,26,0
11429,2023-09-03,13,Beverages,389,250,37,27,0
11430,2023-09-03,13,Apparel,259,250,23,20,0
11431,2023-09-03,13,Mining Consumables,292,250,21,25,1
11432,2023-09-03,13,Chilled Food,287,250,29,33,0
11433,2023-09-03,13,Auto Parts,347,250,29,47,0
11434,2023-09-03,13,Ambient Grocery,372,250,35,39,0
11435,2023-09-03,13,Industrial Consumables,211,250,17,26,2
11436,2023-09-03,13,Frozen Food,381,250,30,40,0
11437,2023-09-03,15,Pharmaceuticals,390,66,31,38,1
11438,2023-09-03,15,Electronics,331,66,36,40,0
11439,2023-09-03,15,Building Materials,287,66,30,32,0
11440,2023-09-03,15,Homewares,385,66,40,41,0
11441,2023-09-03,15,Beverages,352,66,37,35,0
11442,2023-09-03,15,Apparel,259,66,15,30,1
11443,2023-09-03,15,Mining Consumables,237,66,18,26,0
11444,2023-09-03,15,Chilled Food,242,66,22,32,0
11445,2023-09-03,15,Auto Parts,317,66,27,42,0
11446,2023-09-03,15,Ambient Grocery,354,66,36,38,2
11447,2023-09-03,15,Industrial Consumables,372,66,36,41,2
11448,2023-09-03,15,Frozen Food,224,66,26,28,0
11449,2023-09-03,17,Pharmaceuticals,288,250,29,31,0
11450,2023-09-03,17,Electronics,264,250,33,40,1
11451,2023-09-03,17,Building Materials,305,250,19,29,0
11452,2023-09-03,17,Homewares,265,250,24,16,0
11453,2023-09-03,17,Beverages,355,250,35,43,0
11454,2023-09-03,17,Apparel,297,250,28,39,0
11455,2023-09-03,17,Mining Consumables,306,250,37,23,2
11456,2023-09-03,17,Chilled Food,229,250,22,24,0
11457,2023-09-03,17,Auto Parts,275,250,25,28,0
11458,2023-09-03,17,Ambient Grocery,340,250,30,39,2
11459,2023-09-03,17,Industrial Consumables,264,250,25,28,1
11460,2023-09-03,17,Frozen Food,230,250,26,37,0
11461,2023-09-03,18,Pharmaceuticals,238,250,23,23,1
11462,2023-09-03,18,Electronics,374,250,31,47,1
11463,2023-09-03,18,Building Materials,276,250,23,24,1
11464,2023-09-03,18,Homewares,448,250,34,44,3
11465,2023-09-03,18,Beverages,304,250,23,34,0
11466,2023-09-03,18,Apparel,258,250,24,29,2
11467,2023-09-03,18,Mining Consumables,318,250,33,42,1
11468,2023-09-03,18,Chilled Food,314,250,31,33,1
11469,2023-09-03,18,Auto Parts,369,250,39,40,3
11470,2023-09-03,18,Ambient Grocery,307,250,32,31,0
11471,2023-09-03,18,Industrial Consumables,339,250,41,35,0
11472,2023-09-03,18,Frozen Food,350,250,44,34,0
11473,2023-09-03,20,Pharmaceuticals,279,250,21,33,3
11474,2023-09-03,20,Electronics,236,250,23,31,0
11475,2023-09-03,20,Building Materials,309,250,31,40,3
11476,2023-09-03,20,Homewares,310,250,24,31,1
11477,2023-09-03,20,Beverages,319,250,28,35,1
11478,2023-09-03,20,Apparel,230,250,20,15,0
11479,2023-09-03,20,Mining Consumables,327,250,28,31,0
11480,2023-09-03,20,Chilled Food,312,250,42,28,0
11481,2023-09-03,20,Auto Parts,387,250,36,42,1
11482,2023-09-03,20,Ambient Grocery,236,250,9,27,1
11483,2023-09-03,20,Industrial Consumables,311,250,28,32,0
11484,2023-09-03,20,Frozen Food,434,250,43,37,1
11485,2023-09-03,27,Pharmaceuticals,279,125,34,31,0
11486,2023-09-03,27,Electronics,298,125,29,31,2
11487,2023-09-03,27,Building Materials,358,125,35,29,1
11488,2023-09-03,27,Homewares,315,125,35,35,2
11489,2023-09-03,27,Beverages,330,125,30,38,0
11490,2023-09-03,27,Apparel,262,125,29,24,0
11491,2023-09-03,27,Mining Consumables,219,125,15,28,0
11492,2023-09-03,27,Chilled Food,363,125,30,43,1
11493,2023-09-03,27,Auto Parts,310,125,29,28,2
11494,2023-09-03,27,Ambient Grocery,359,125,29,27,0
11495,2023-09-03,27,Industrial Consumables,342,125,38,42,0
11496,2023-09-03,27,Frozen Food,271,125,31,25,0
11497,2023-09-03,28,Pharmaceuticals,231,125,13,15,1
11498,2023-09-03,28,Electronics,360,125,29,41,1
11499,2023-09-03,28,Building Materials,327,125,33,37,1
11500,2023-09-03,28,Homewares,281,125,34,28,0
11501,2023-09-03,28,Beverages,417,125,36,47,4
11502,2023-09-03,28,Apparel,259,125,36,29,0
11503,2023-09-03,28,Mining Consumables,364,125,31,41,1
11504,2023-09-03,28,Chilled Food,300,125,34,26,0
11505,2023-09-03,28,Auto Parts,350,125,36,34,2
11506,2023-09-03,28,Ambient Grocery,409,125,44,35,2
11507,2023-09-03,28,Industrial Consumables,337,125,36,50,1
11508,2023-09-03,28,Frozen Food,255,125,12,17,0
11509,2023-09-03,29,Pharmaceuticals,303,125,32,48,0
11510,2023-09-03,29,Electronics,315,125,33,32,0
11511,2023-09-03,29,Building Materials,261,125,28,33,1
11512,2023-09-03,29,Homewares,272,125,29,36,0
11513,2023-09-03,29,Beverages,414,125,41,46,4
11514,2023-09-03,29,Apparel,347,125,46,46,0
11515,2023-09-03,29,Mining Consumables,314,125,29,45,0
11516,2023-09-03,29,Chilled Food,286,125,32,31,0
11517,2023-09-03,29,Auto Parts,270,125,20,40,1
11518,2023-09-03,29,Ambient Grocery,371,125,24,26,1
11519,2023-09-03,29,Industrial Consumables,376,125,40,48,3
11520,2023-09-03,29,Frozen Food,369,125,42,54,0
11521,2023-09-03,30,Pharmaceuticals,335,125,41,39,1
11522,2023-09-03,30,Electronics,299,125,34,31,0
11523,2023-09-03,30,Building Materials,286,125,25,24,2
11524,2023-09-03,30,Homewares,415,125,41,54,1
11525,2023-09-03,30,Beverages,318,125,40,31,0
11526,2023-09-03,30,Apparel,269,125,31,22,3
11527,2023-09-03,30,Mining Consumables,269,125,22,31,3
11528,2023-09-03,30,Chilled Food,303,125,17,44,0
11529,2023-09-03,30,Auto Parts,312,125,20,25,1
11530,2023-09-03,30,Ambient Grocery,336,125,34,22,0
11531,2023-09-03,30,Industrial Consumables,341,125,39,31,1
11532,2023-09-03,30,Frozen Food,275,125,21,23,1
11533,2023-09-03,31,Pharmaceuticals,288,125,33,38,3
11534,2023-09-03,31,Electronics,317,125,30,36,0
11535,2023-09-03,31,Building Materials,355,125,40,40,1
11536,2023-09-03,31,Homewares,312,125,32,36,0
11537,2023-09-03,31,Beverages,259,125,17,34,0
11538,2023-09-03,31,Apparel,291,125,23,37,0
11539,2023-09-03,31,Mining Consumables,325,125,23,25,0
11540,2023-09-03,31,Chilled Food,305,125,26,35,0
11541,2023-09-03,31,Auto Parts,413,125,35,41,1
11542,2023-09-03,31,Ambient Grocery,304,125,21,37,1
11543,2023-09-03,31,Industrial Consumables,272,125,32,37,1
11544,2023-09-03,31,Frozen Food,327,125,24,43,0
11545,2023-09-03,32,Pharmaceuticals,364,125,35,36,0
11546,2023-09-03,32,Electronics,360,125,28,48,2
11547,2023-09-03,32,Building Materials,376,125,36,45,0
11548,2023-09-03,32,Homewares,305,125,31,34,0
11549,2023-09-03,32,Beverages,356,125,38,33,0
11550,2023-09-03,32,Apparel,298,125,24,37,0
11551,2023-09-03,32,Mining Consumables,367,125,35,46,0
11552,2023-09-03,32,Chilled Food,365,125,39,29,2
11553,2023-09-03,32,Auto Parts,368,125,39,35,0
11554,2023-09-03,32,Ambient Grocery,342,125,45,41,0
11555,2023-09-03,32,Industrial Consumables,295,125,34,35,1
11556,2023-09-03,32,Frozen Food,332,125,35,24,1
11557,2023-09-03,33,Pharmaceuticals,303,500,24,32,1
11558,2023-09-03,33,Electronics,255,500,15,35,0
11559,2023-09-03,33,Building Materials,327,500,27,40,2
11560,2023-09-03,33,Homewares,316,500,28,43,2
11561,2023-09-03,33,Beverages,262,500,24,22,1
11562,2023-09-03,33,Apparel,349,500,34,30,1
11563,2023-09-03,33,Mining Consumables,387,500,41,44,2
11564,2023-09-03,33,Chilled Food,317,500,28,35,0
11565,2023-09-03,33,Auto Parts,365,500,30,28,1
11566,2023-09-03,33,Ambient Grocery,314,500,27,28,0
11567,2023-09-03,33,Industrial Consumables,317,500,28,37,0
11568,2023-09-03,33,Frozen Food,308,500,23,40,0
11569,2023-09-03,36,Pharmaceuticals,346,250,41,34,2
11570,2023-09-03,36,Electronics,355,250,23,44,1
11571,2023-09-03,36,Building Materials,275,250,28,32,0
11572,2023-09-03,36,Homewares,326,250,24,49,0
11573,2023-09-03,36,Beverages,395,250,45,42,2
11574,2023-09-03,36,Apparel,215,250,13,19,0
11575,2023-09-03,36,Mining Consumables,251,250,22,19,0
11576,2023-09-03,36,Chilled Food,304,250,29,33,0
11577,2023-09-03,36,Auto Parts,377,250,50,46,1
11578,2023-09-03,36,Ambient Grocery,293,250,34,35,1
11579,2023-09-03,36,Industrial Consumables,241,250,24,22,1
11580,2023-09-03,36,Frozen Food,423,250,48,45,2
11581,2023-09-03,38,Pharmaceuticals,373,500,43,28,2
11582,2023-09-03,38,Electronics,322,500,21,39,0
11583,2023-09-03,38,Building Materials,219,500,22,13,2
11584,2023-09-03,38,Homewares,249,500,9,27,1
11585,2023-09-03,38,Beverages,326,500,34,42,0
11586,2023-09-03,38,Apparel,299,500,22,40,0
11587,2023-09-03,38,Mining Consumables,358,500,32,31,0
11588,2023-09-03,38,Chilled Food,283,500,30,35,1
11589,2023-09-03,38,Auto Parts,364,500,41,41,1
11590,2023-09-03,38,Ambient Grocery,332,500,38,35,1
11591,2023-09-03,38,Industrial Consumables,265,500,14,26,0
11592,2023-09-03,38,Frozen Food,415,500,32,48,2
11593,2023-09-03,39,Pharmaceuticals,355,250,35,29,0
11594,2023-09-03,39,Electronics,265,250,32,35,1
11595,2023-09-03,39,Building Materials,285,250,25,25,1
11596,2023-09-03,39,Homewares,257,250,27,19,0
11597,2023-09-03,39,Beverages,278,250,23,34,0
11598,2023-09-03,39,Apparel,324,250,30,40,1
11599,2023-09-03,39,Mining Consumables,389,250,26,39,2
11600,2023-09-03,39,Chilled Food,321,250,26,36,2
11601,2023-09-03,39,Auto Parts,353,250,37,49,2
11602,2023-09-03,39,Ambient Grocery,375,250,30,36,0
11603,2023-09-03,39,Industrial Consumables,372,250,37,49,0
11604,2023-09-03,39,Frozen Food,245,250,12,29,0
11605,2023-09-03,41,Pharmaceuticals,381,250,44,41,3
11606,2023-09-03,41,Electronics,322,250,43,33,2
11607,2023-09-03,41,Building Materials,246,250,27,27,1
11608,2023-09-03,41,Homewares,239,250,23,22,1
11609,2023-09-03,41,Beverages,390,250,34,36,0
11610,2023-09-03,41,Apparel,307,250,38,34,0
11611,2023-09-03,41,Mining Consumables,382,250,27,37,2
11612,2023-09-03,41,Chilled Food,301,250,27,35,0
11613,2023-09-03,41,Auto Parts,314,250,20,34,1
11614,2023-09-03,41,Ambient Grocery,256,250,38,16,1
11615,2023-09-03,41,Industrial Consumables,336,250,36,35,2
11616,2023-09-03,41,Frozen Food,458,250,39,54,1
11617,2023-09-03,42,Pharmaceuticals,340,66,38,36,2
11618,2023-09-03,42,Electronics,404,66,41,48,2
11619,2023-09-03,42,Building Materials,344,66,35,42,2
11620,2023-09-03,42,Homewares,371,66,44,40,0
11621,2023-09-03,42,Beverages,346,66,36,33,1
11622,2023-09-03,42,Apparel,340,66,29,33,0
11623,2023-09-03,42,Mining Consumables,330,66,26,24,0
11624,2023-09-03,42,Chilled Food,238,66,26,27,0
11625,2023-09-03,42,Auto Parts,271,66,20,27,1
11626,2023-09-03,42,Ambient Grocery,371,66,28,39,3
11627,2023-09-03,42,Industrial Consumables,394,66,29,41,0
11628,2023-09-03,42,Frozen Food,284,66,23,22,1
11629,2023-09-03,44,Pharmaceuticals,354,66,36,48,1
11630,2023-09-03,44,Electronics,284,66,33,39,1
11631,2023-09-03,44,Building Materials,248,66,20,15,0
11632,2023-09-03,44,Homewares,235,66,17,30,0
11633,2023-09-03,44,Beverages,228,66,14,21,0
11634,2023-09-03,44,Apparel,272,66,25,27,0
11635,2023-09-03,44,Mining Consumables,252,66,22,16,0
11636,2023-09-03,44,Chilled Food,326,66,34,25,0
11637,2023-09-03,44,Auto Parts,379,66,46,34,2
11638,2023-09-03,44,Ambient Grocery,279,66,36,32,0
11639,2023-09-03,44,Industrial Consumables,228,66,25,36,1
11640,2023-09-03,44,Frozen Food,283,66,29,31,1
11641,2023-09-03,46,Pharmaceuticals,288,250,20,31,0
11642,2023-09-03,46,Electronics,355,250,38,41,1
11643,2023-09-03,46,Building Materials,318,250,25,33,0
11644,2023-09-03,46,Homewares,179,250,23,27,0
11645,2023-09-03,46,Beverages,338,250,32,35,2
11646,2023-09-03,46,Apparel,273,250,27,29,1
11647,2023-09-03,46,Mining Consumables,294,250,35,37,1
11648,2023-09-03,46,Chilled Food,352,250,31,42,1
11649,2023-09-03,46,Auto Parts,282,250,34,35,1
11650,2023-09-03,46,Ambient Grocery,269,250,31,18,0
11651,2023-09-03,46,Industrial Consumables,319,250,26,32,2
11652,2023-09-03,46,Frozen Food,322,250,34,32,0
11653,2023-09-03,50,Pharmaceuticals,379,125,33,39,2
11654,2023-09-03,50,Electronics,281,125,35,34,0
11655,2023-09-03,50,Building Materials,308,125,23,42,0
11656,2023-09-03,50,Homewares,300,125,33,25,1
11657,2023-09-03,50,Beverages,289,125,27,31,2
11658,2023-09-03,50,Apparel,301,125,33,36,0
11659,2023-09-03,50,Mining Consumables,284,125,32,29,2
11660,2023-09-03,50,Chilled Food,268,125,23,32,1
11661,2023-09-03,50,Auto Parts,247,125,30,21,1
11662,2023-09-03,50,Ambient Grocery,389,125,34,36,2
11663,2023-09-03,50,Industrial Consumables,272,125,29,20,1
11664,2023-09-03,50,Frozen Food,401,125,48,51,1
11665,2023-09-10,1,Pharmaceuticals,254,125,25,37,4
11666,2023-09-10,1,Electronics,300,125,27,28,3
11667,2023-09-10,1,Building Materials,356,125,34,40,1
11668,2023-09-10,1,Homewares,360,125,39,22,1
11669,2023-09-10,1,Beverages,235,125,24,29,0
11670,2023-09-10,1,Apparel,363,125,30,36,1
11671,2023-09-10,1,Mining Consumables,279,125,21,33,2
11672,2023-09-10,1,Chilled Food,335,125,29,43,0
11673,2023-09-10,1,Auto Parts,356,125,33,32,1
11674,2023-09-10,1,Ambient Grocery,412,125,47,42,1
11675,2023-09-10,1,Industrial Consumables,308,125,38,29,2
11676,2023-09-10,1,Frozen Food,274,125,28,37,2
11677,2023-09-10,2,Pharmaceuticals,298,125,38,23,0
11678,2023-09-10,2,Electronics,247,125,36,40,0
11679,2023-09-10,2,Building Materials,388,125,39,51,1
11680,2023-09-10,2,Homewares,238,125,27,28,2
11681,2023-09-10,2,Beverages,222,125,24,15,2
11682,2023-09-10,2,Apparel,267,125,25,35,0
11683,2023-09-10,2,Mining Consumables,239,125,12,28,1
11684,2023-09-10,2,Chilled Food,331,125,31,37,0
11685,2023-09-10,2,Auto Parts,294,125,24,33,2
11686,2023-09-10,2,Ambient Grocery,302,125,40,23,1
11687,2023-09-10,2,Industrial Consumables,228,125,28,28,1
11688,2023-09-10,2,Frozen Food,331,125,16,41,0
11689,2023-09-10,3,Pharmaceuticals,295,250,24,33,0
11690,2023-09-10,3,Electronics,298,250,29,21,2
11691,2023-09-10,3,Building Materials,342,250,33,44,0
11692,2023-09-10,3,Homewares,354,250,31,28,0
11693,2023-09-10,3,Beverages,376,250,50,38,0
11694,2023-09-10,3,Apparel,257,250,24,31,0
11695,2023-09-10,3,Mining Consumables,283,250,34,32,3
11696,2023-09-10,3,Chilled Food,308,250,35,32,1
11697,2023-09-10,3,Auto Parts,399,250,48,48,1
11698,2023-09-10,3,Ambient Grocery,212,250,29,26,0
11699,2023-09-10,3,Industrial Consumables,387,250,38,51,0
11700,2023-09-10,3,Frozen Food,360,250,39,43,0
11701,2023-09-10,8,Pharmaceuticals,221,66,27,23,0
11702,2023-09-10,8,Electronics,356,66,32,44,1
11703,2023-09-10,8,Building Materials,304,66,29,41,1
11704,2023-09-10,8,Homewares,281,66,18,34,1
11705,2023-09-10,8,Beverages,303,66,27,31,1
11706,2023-09-10,8,Apparel,336,66,23,30,1
11707,2023-09-10,8,Mining Consumables,387,66,48,37,3
11708,2023-09-10,8,Chilled Food,286,66,22,27,1
11709,2023-09-10,8,Auto Parts,240,66,27,26,0
11710,2023-09-10,8,Ambient Grocery,256,66,33,21,2
11711,2023-09-10,8,Industrial Consumables,302,66,23,40,0
11712,2023-09-10,8,Frozen Food,288,66,33,35,0
11713,2023-09-10,9,Pharmaceuticals,364,500,27,39,2
11714,2023-09-10,9,Electronics,339,500,46,31,1
11715,2023-09-10,9,Building Materials,416,500,45,31,0
11716,2023-09-10,9,Homewares,273,500,20,37,1
11717,2023-09-10,9,Beverages,358,500,35,35,2
11718,2023-09-10,9,Apparel,280,500,16,25,1
11719,2023-09-10,9,Mining Consumables,355,500,43,48,0
11720,2023-09-10,9,Chilled Food,365,500,30,32,1
11721,2023-09-10,9,Auto Parts,413,500,39,41,3
11722,2023-09-10,9,Ambient Grocery,309,500,32,25,1
11723,2023-09-10,9,Industrial Consumables,351,500,34,47,0
11724,2023-09-10,9,Frozen Food,366,500,29,43,2
11725,2023-09-10,10,Pharmaceuticals,214,500,28,18,1
11726,2023-09-10,10,Electronics,466,500,43,49,3
11727,2023-09-10,10,Building Materials,302,500,39,37,3
11728,2023-09-10,10,Homewares,335,500,32,39,2
11729,2023-09-10,10,Beverages,336,500,41,40,0
11730,2023-09-10,10,Apparel,328,500,28,37,0
11731,2023-09-10,10,Mining Consumables,187,500,3,22,1
11732,2023-09-10,10,Chilled Food,336,500,43,35,1
11733,2023-09-10,10,Auto Parts,313,500,32,37,2
11734,2023-09-10,10,Ambient Grocery,243,500,23,28,2
11735,2023-09-10,10,Industrial Consumables,288,500,34,25,1
11736,2023-09-10,10,Frozen Food,370,500,45,44,0
11737,2023-09-10,12,Pharmaceuticals,332,66,27,31,0
11738,2023-09-10,12,Electronics,341,66,43,48,0
11739,2023-09-10,12,Building Materials,264,66,29,28,0
11740,2023-09-10,12,Homewares,296,66,26,26,0
11741,2023-09-10,12,Beverages,364,66,34,31,1
11742,2023-09-10,12,Apparel,263,66,25,18,1
11743,2023-09-10,12,Mining Consumables,368,66,42,40,0
11744,2023-09-10,12,Chilled Food,270,66,19,22,1
11745,2023-09-10,12,Auto Parts,338,66,49,43,0
11746,2023-09-10,12,Ambient Grocery,330,66,32,42,2
11747,2023-09-10,12,Industrial Consumables,354,66,40,42,0
11748,2023-09-10,12,Frozen Food,298,66,29,28,3
11749,2023-09-10,13,Pharmaceuticals,372,250,44,46,3
11750,2023-09-10,13,Electronics,299,250,28,35,1
11751,2023-09-10,13,Building Materials,322,250,26,34,0
11752,2023-09-10,13,Homewares,333,250,26,29,3
11753,2023-09-10,13,Beverages,392,250,43,42,1
11754,2023-09-10,13,Apparel,258,250,29,43,1
11755,2023-09-10,13,Mining Consumables,305,250,26,39,0
11756,2023-09-10,13,Chilled Food,301,250,41,33,0
11757,2023-09-10,13,Auto Parts,371,250,35,47,1
11758,2023-09-10,13,Ambient Grocery,395,250,36,51,2
11759,2023-09-10,13,Industrial Consumables,218,250,14,36,2
11760,2023-09-10,13,Frozen Food,399,250,37,35,2
11761,2023-09-10,15,Pharmaceuticals,375,66,33,48,4
11762,2023-09-10,15,Electronics,334,66,36,35,2
11763,2023-09-10,15,Building Materials,286,66,30,28,1
11764,2023-09-10,15,Homewares,378,66,43,41,2
11765,2023-09-10,15,Beverages,358,66,32,44,3
11766,2023-09-10,15,Apparel,271,66,33,25,0
11767,2023-09-10,15,Mining Consumables,255,66,22,26,1
11768,2023-09-10,15,Chilled Food,260,66,20,26,0
11769,2023-09-10,15,Auto Parts,325,66,26,25,0
11770,2023-09-10,15,Ambient Grocery,364,66,42,38,2
11771,2023-09-10,15,Industrial Consumables,358,66,40,39,2
11772,2023-09-10,15,Frozen Food,254,66,16,25,0
11773,2023-09-10,17,Pharmaceuticals,288,250,26,24,4
11774,2023-09-10,17,Electronics,273,250,21,27,2
11775,2023-09-10,17,Building Materials,305,250,17,35,2
11776,2023-09-10,17,Homewares,207,250,24,25,0
11777,2023-09-10,17,Beverages,349,250,29,43,0
11778,2023-09-10,17,Apparel,302,250,31,40,2
11779,2023-09-10,17,Mining Consumables,287,250,21,43,1
11780,2023-09-10,17,Chilled Food,226,250,10,23,0
11781,2023-09-10,17,Auto Parts,283,250,30,25,0
11782,2023-09-10,17,Ambient Grocery,366,250,37,32,0
11783,2023-09-10,17,Industrial Consumables,269,250,30,30,0
11784,2023-09-10,17,Frozen Food,222,250,26,27,0
11785,2023-09-10,18,Pharmaceuticals,251,250,21,38,0
11786,2023-09-10,18,Electronics,383,250,36,37,1
11787,2023-09-10,18,Building Materials,250,250,28,18,1
11788,2023-09-10,18,Homewares,442,250,46,46,1
11789,2023-09-10,18,Beverages,300,250,33,35,1
11790,2023-09-10,18,Apparel,256,250,28,24,1
11791,2023-09-10,18,Mining Consumables,289,250,25,25,1
11792,2023-09-10,18,Chilled Food,314,250,32,33,0
11793,2023-09-10,18,Auto Parts,362,250,37,40,1
11794,2023-09-10,18,Ambient Grocery,305,250,37,24,0
11795,2023-09-10,18,Industrial Consumables,356,250,33,32,0
11796,2023-09-10,18,Frozen Food,327,250,32,39,0
11797,2023-09-10,20,Pharmaceuticals,278,250,26,32,2
11798,2023-09-10,20,Electronics,242,250,24,24,2
11799,2023-09-10,20,Building Materials,294,250,33,20,1
11800,2023-09-10,20,Homewares,334,250,32,37,2
11801,2023-09-10,20,Beverages,344,250,25,48,2
11802,2023-09-10,20,Apparel,235,250,16,25,1
11803,2023-09-10,20,Mining Consumables,304,250,38,31,0
11804,2023-09-10,20,Chilled Food,292,250,26,35,1
11805,2023-09-10,20,Auto Parts,371,250,43,45,1
11806,2023-09-10,20,Ambient Grocery,212,250,14,18,0
11807,2023-09-10,20,Industrial Consumables,348,250,30,41,1
11808,2023-09-10,20,Frozen Food,447,250,55,50,1
11809,2023-09-10,27,Pharmaceuticals,286,125,29,35,0
11810,2023-09-10,27,Electronics,312,125,26,33,0
11811,2023-09-10,27,Building Materials,361,125,40,37,2
